timestamp,x,y,theta,x_estimate,y_estimate,theta_estimate,status,x_min,x_max,y_min,y_max,dist_to_wall,decision_v,decision_w
1777989452.015,0.0,0.0,0.0,0.0,0.0,0.0,ESTIMA,0.0,350.0,0,140.0,0.0,0.0,0.0
1777989452.0670907,0.0,0.0,0.0,0.0,0.0,0.0,ESTIMA,0.0,350.0,0,140.0,0.0,0.0,0.0
1777989452.1174848,-1.1540348636627426e-15,0.0,1.5917722257417138e-16,-1.1540348636627426e-15,0.0,1.5917722257417138e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777989452.1678607,-1.1540348636627426e-15,0.0,1.5917722257417138e-16,-1.1540348636627426e-15,0.0,1.5917722257417138e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777989452.2181897,-2.8792358347795483e-15,-2.746126989646364e-31,3.9713597721097213e-16,-2.8792358347795483e-15,-2.746126989646364e-31,3.9713597721097213e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777989452.2558262,141.08,9.84,-1.089,141.08,9.84,-1.089,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.2561235,141.08,9.84,-1.089,141.08,9.84,-1.089,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.2630599,141.08,9.84,-1.089,141.08,9.84,-1.089,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.2633276,141.08,9.84,-1.089,141.08,9.84,-1.089,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.2685025,141.08,9.84,-1.089,141.08,9.84,-1.089,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.3188038,141.08,9.84,-1.089,141.08,9.840000000000002,-1.0889999999999997,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.3691254,141.08,9.84,-1.089,141.08,9.840000000000002,-1.0889999999999997,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.419465,141.08,9.84,-1.089,141.64890412395638,8.75201323222821,-1.2583446616869725,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.4697967,141.08,9.84,-1.089,141.64890412395638,8.75201323222821,-1.2583446616869725,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.5200949,141.08,9.84,-1.089,141.96296778743647,7.779778832463771,-1.3292869450583942,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.5704362,141.08,9.84,-1.089,141.96296778743647,7.779778832463771,-1.3292869450583942,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.6207955,141.08,9.84,-1.089,142.21911211910523,6.739882029052357,-1.4770081389111085,VISION,0.0,350.0,0,140.0,9.84,0.0,1.5
1777989452.6479483,141.09,9.83,-1.091,141.09,9.83,-1.091,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.648146,141.09,9.83,-1.091,141.09,9.83,-1.091,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.6582258,141.09,9.83,-1.091,141.09,9.83,-1.091,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.6583846,141.09,9.83,-1.091,141.09,9.83,-1.091,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.6710994,141.09,9.83,-1.091,141.09,9.83,-1.091,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.7214422,141.09,9.83,-1.091,141.09,9.83,-1.091,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.771813,141.09,9.83,-1.091,141.71218786013296,8.634294275338618,-1.2769170113040231,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.8221066,141.09,9.83,-1.091,142.15775728754812,7.162030907110974,-1.2350477507771862,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.8724372,141.09,9.83,-1.091,142.15775728754812,7.162030907110974,-1.2350477507771862,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.9227877,141.09,9.83,-1.091,142.25704036453297,6.877520080144113,-1.1944111412672598,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
1777989452.973118,141.09,9.83,-1.091,142.25704036453297,6.877520080144113,-1.1944111412672598,VISION,0.0,350.0,0,140.0,9.83,0.0,1.5
