timestamp,x,y,theta,x_estimate,y_estimate,theta_estimate,status,x_min,x_max,y_min,y_max,dist_to_wall,decision_v,decision_w
1777991702.2413201,0.0,0.0,0.0,0.0,0.0,0.0,ESTIMA,0.0,350.0,0,140.0,0.0,-12.0,0.0
1777991702.2919638,0.0,0.0,0.0,0.0,0.0,0.0,ESTIMA,0.0,350.0,0,140.0,0.0,-12.0,0.0
1777991702.3423536,0.1646827340890459,0.0,-0.02245048489009523,0.1646827340890459,0.0,-0.02245048489009523,ESTIMA,0.0,350.0,0,140.0,0.0,-12.0,0.0
1777991702.3927727,0.1646827340890459,0.0,-0.02245048489009523,0.1646827340890459,0.0,-0.02245048489009523,ESTIMA,0.0,350.0,0,140.0,0.0,-12.0,0.0
1777991702.4431064,2.0487744291953773,-0.042305880101518326,-0.1950922147113869,2.0487744291953773,-0.042305880101518326,-0.1950922147113869,ESTIMA,0.0,350.0,0,140.0,-0.042,-12.0,0.0
1777991702.4934852,2.0487744291953773,-0.042305880101518326,-0.1950922147113869,2.0487744291953773,-0.042305880101518326,-0.1950922147113869,ESTIMA,0.0,350.0,0,140.0,-0.042,-12.0,0.0
1777991702.5438054,3.836552170768819,-0.3955808088583711,-0.24661776879444886,3.836552170768819,-0.3955808088583711,-0.24661776879444886,ESTIMA,0.0,350.0,0,140.0,-0.396,-12.0,0.0
1777991702.5941803,3.836552170768819,-0.3955808088583711,-0.24661776879444886,3.836552170768819,-0.3955808088583711,-0.24661776879444886,ESTIMA,0.0,350.0,0,140.0,-0.396,-12.0,0.0
1777991702.6446,5.875812755585054,-0.9089488879585371,-0.15041612809260413,5.875812755585054,-0.9089488879585371,-0.15041612809260413,ESTIMA,0.0,350.0,0,140.0,-0.909,-12.0,0.0
1777991702.694969,5.875812755585054,-0.9089488879585371,-0.15041612809260413,5.875812755585054,-0.9089488879585371,-0.15041612809260413,ESTIMA,0.0,350.0,0,140.0,-0.909,-12.0,0.0
1777991702.7453206,5.875812755585054,-0.9089488879585371,-0.15041612809260413,5.875812755585054,-0.9089488879585371,-0.15041612809260413,ESTIMA,0.0,350.0,0,140.0,-0.909,-12.0,0.0
1777991702.795687,6.986403450225094,-1.077270988829109,-0.2016991424893264,6.986403450225094,-1.077270988829109,-0.2016991424893264,ESTIMA,0.0,350.0,0,140.0,-1.077,-12.0,0.0
1777991702.84599,7.5794718575056566,-1.1985413850226805,-0.11820395536653104,7.5794718575056566,-1.1985413850226805,-0.11820395536653104,ESTIMA,0.0,350.0,0,140.0,-1.199,-12.0,0.0
1777991702.896357,7.5794718575056566,-1.1985413850226805,-0.11820395536653104,7.5794718575056566,-1.1985413850226805,-0.11820395536653104,ESTIMA,0.0,350.0,0,140.0,-1.199,-12.0,0.0
1777991702.946745,7.5794718575056566,-1.1985413850226805,-0.11820395536653104,7.5794718575056566,-1.1985413850226805,-0.11820395536653104,ESTIMA,0.0,350.0,0,140.0,-1.199,-12.0,0.0
1777991702.99712,10.143447771766098,-1.5030329387076193,-0.16948659999185672,10.143447771766098,-1.5030329387076193,-0.16948659999185672,ESTIMA,0.0,350.0,0,140.0,-1.503,-12.0,0.0
1777991703.04748,10.143447771766098,-1.5030329387076193,-0.16948659999185672,10.143447771766098,-1.5030329387076193,-0.16948659999185672,ESTIMA,0.0,350.0,0,140.0,-1.503,-12.0,0.0
1777991703.0978687,11.884522511862157,-1.8009801702101025,-0.12138531987048468,11.884522511862157,-1.8009801702101025,-0.12138531987048468,ESTIMA,0.0,350.0,0,140.0,-1.801,-12.0,0.0
1777991703.1482186,11.884522511862157,-1.8009801702101025,-0.12138531987048468,11.884522511862157,-1.8009801702101025,-0.12138531987048468,ESTIMA,0.0,350.0,0,140.0,-1.801,-12.0,0.0
1777991703.1985936,12.60822606698192,-1.889261173332721,-0.1205211834402242,12.60822606698192,-1.889261173332721,-0.1205211834402242,ESTIMA,0.0,350.0,0,140.0,-1.889,-12.0,0.0
1777991703.24893,12.60822606698192,-1.889261173332721,-0.1205211834402242,12.60822606698192,-1.889261173332721,-0.1205211834402242,ESTIMA,0.0,350.0,0,140.0,-1.889,-12.0,0.0
1777991703.2993958,13.670248670635164,-2.0178807465921884,-0.1699906327066075,13.670248670635164,-2.0178807465921884,-0.1699906327066075,ESTIMA,0.0,350.0,0,140.0,-2.018,-12.0,0.0
1777991703.349978,13.670248670635164,-2.0178807465921884,-0.1699906327066075,13.670248670635164,-2.0178807465921884,-0.1699906327066075,ESTIMA,0.0,350.0,0,140.0,-2.018,-12.0,0.0
1777991703.4004905,13.670248670635164,-2.0178807465921884,-0.1699906327066075,13.670248670635164,-2.0178807465921884,-0.1699906327066075,ESTIMA,0.0,350.0,0,140.0,-2.018,-12.0,0.0
1777991703.4510622,16.42420085922801,-2.4905888705207375,-0.2978491591500559,16.42420085922801,-2.4905888705207375,-0.2978491591500559,ESTIMA,0.0,350.0,0,140.0,-2.491,-12.0,0.0
1777991703.501565,16.42420085922801,-2.4905888705207375,-0.2978491591500559,16.42420085922801,-2.4905888705207375,-0.2978491591500559,ESTIMA,0.0,350.0,0,140.0,-2.491,-12.0,0.0
1777991703.55207,17.418699905891735,-2.795881341900891,-0.2500121547474641,17.418699905891735,-2.795881341900891,-0.2500121547474641,ESTIMA,0.0,350.0,0,140.0,-2.796,-12.0,0.0
1777991703.6025205,18.10978441556565,-2.9723531359856024,-0.21714517090255345,18.10978441556565,-2.9723531359856024,-0.21714517090255345,ESTIMA,0.0,350.0,0,140.0,-2.972,-12.0,0.0
1777991703.653017,18.10978441556565,-2.9723531359856024,-0.21714517090255345,18.10978441556565,-2.9723531359856024,-0.21714517090255345,ESTIMA,0.0,350.0,0,140.0,-2.972,-12.0,0.0
1777991703.703454,19.498655417483086,-3.2787710496116533,-0.21714539071069758,19.498655417483086,-3.2787710496116533,-0.21714539071069758,ESTIMA,0.0,350.0,0,140.0,-3.279,-12.0,0.0
1777991703.7540903,19.498655417483086,-3.2787710496116533,-0.21714539071069758,19.498655417483086,-3.2787710496116533,-0.21714539071069758,ESTIMA,0.0,350.0,0,140.0,-3.279,-12.0,0.0
1777991703.8045518,21.015894963572663,-3.613510461175673,-0.2174073185293365,21.015894963572663,-3.613510461175673,-0.2174073185293365,ESTIMA,0.0,350.0,0,140.0,-3.614,-12.0,0.0
1777991703.8549862,21.015894963572663,-3.613510461175673,-0.2174073185293365,21.015894963572663,-3.613510461175673,-0.2174073185293365,ESTIMA,0.0,350.0,0,140.0,-3.614,-12.0,0.0
1777991703.9054213,22.2664225913615,-3.8897503417808346,-0.21763816666349017,22.2664225913615,-3.8897503417808346,-0.21763816666349017,ESTIMA,0.0,350.0,0,140.0,-3.89,-12.0,0.0
1777991703.9560313,22.2664225913615,-3.8897503417808346,-0.21763816666349017,22.2664225913615,-3.8897503417808346,-0.21763816666349017,ESTIMA,0.0,350.0,0,140.0,-3.89,-12.0,0.0
1777991704.0064871,23.993150509673576,-4.271600313723507,-0.26609832389135324,23.993150509673576,-4.271600313723507,-0.26609832389135324,ESTIMA,0.0,350.0,0,140.0,-4.272,-12.0,0.0
1777991704.0569808,23.993150509673576,-4.271600313723507,-0.26609832389135324,23.993150509673576,-4.271600313723507,-0.26609832389135324,ESTIMA,0.0,350.0,0,140.0,-4.272,-12.0,0.0
1777991704.1073895,25.045984688422376,-4.558563029786755,-0.21632048929099507,25.045984688422376,-4.558563029786755,-0.21632048929099507,ESTIMA,0.0,350.0,0,140.0,-4.559,-12.0,0.0
1777991704.1578546,25.045984688422376,-4.558563029786755,-0.21632048929099507,25.045984688422376,-4.558563029786755,-0.21632048929099507,ESTIMA,0.0,350.0,0,140.0,-4.559,-12.0,0.0
1777991704.2083304,25.045984688422376,-4.558563029786755,-0.21632048929099507,25.045984688422376,-4.558563029786755,-0.21632048929099507,ESTIMA,0.0,350.0,0,140.0,-4.559,-12.0,0.0
1777991704.2588685,26.848889850584175,-4.954767797674265,-0.165398969083664,26.848889850584175,-4.954767797674265,-0.165398969083664,ESTIMA,0.0,350.0,0,140.0,-4.955,-12.0,0.0
1777991704.3093667,26.848889850584175,-4.954767797674265,-0.165398969083664,26.848889850584175,-4.954767797674265,-0.165398969083664,ESTIMA,0.0,350.0,0,140.0,-4.955,-12.0,0.0
1777991704.3598878,28.629284578323258,-5.251958267658086,-0.11560160804904106,28.629284578323258,-5.251958267658086,-0.11560160804904106,ESTIMA,0.0,350.0,0,140.0,-5.252,-12.0,0.0
1777991704.41042,28.629284578323258,-5.251958267658086,-0.11560160804904106,28.629284578323258,-5.251958267658086,-0.11560160804904106,ESTIMA,0.0,350.0,0,140.0,-5.252,-12.0,0.0
1777991704.4609284,30.524747765430718,-5.47205818679358,-0.1672262024031432,30.524747765430718,-5.47205818679358,-0.1672262024031432,ESTIMA,0.0,350.0,0,140.0,-5.472,-12.0,0.0
1777991704.5114768,30.524747765430718,-5.47205818679358,-0.1672262024031432,30.524747765430718,-5.47205818679358,-0.1672262024031432,ESTIMA,0.0,350.0,0,140.0,-5.472,-12.0,0.0
1777991704.5620399,31.45740842489528,-5.629493771456489,-0.20975243922550899,31.45740842489528,-5.629493771456489,-0.20975243922550899,ESTIMA,0.0,350.0,0,140.0,-5.629,-12.0,0.0
1777991704.6125314,31.45740842489528,-5.629493771456489,-0.20975243922550899,31.45740842489528,-5.629493771456489,-0.20975243922550899,ESTIMA,0.0,350.0,0,140.0,-5.629,-12.0,0.0
1777991704.662953,32.18059486345463,-5.783448340594821,-0.10889053589020554,32.18059486345463,-5.783448340594821,-0.10889053589020554,ESTIMA,0.0,350.0,0,140.0,-5.783,-12.0,0.0
1777991704.7133813,32.18059486345463,-5.783448340594821,-0.10889053589020554,32.18059486345463,-5.783448340594821,-0.10889053589020554,ESTIMA,0.0,350.0,0,140.0,-5.783,-12.0,0.0
1777991704.7639232,32.18059486345463,-5.783448340594821,-0.10889053589020554,32.18059486345463,-5.783448340594821,-0.10889053589020554,ESTIMA,0.0,350.0,0,140.0,-5.783,-12.0,0.0
1777991704.8142314,34.0338918335753,-5.98605625862952,-0.10969004712460902,34.0338918335753,-5.98605625862952,-0.10969004712460902,ESTIMA,0.0,350.0,0,140.0,-5.986,-12.0,0.0
1777991704.864581,35.42006241594421,-6.138718137964655,-0.10973958488758297,35.42006241594421,-6.138718137964655,-0.10973958488758297,ESTIMA,0.0,350.0,0,140.0,-6.139,-12.0,0.0
1777991704.9149573,35.42006241594421,-6.138718137964655,-0.10973958488758297,35.42006241594421,-6.138718137964655,-0.10973958488758297,ESTIMA,0.0,350.0,0,140.0,-6.139,-12.0,0.0
1777991704.9653506,35.42006241594421,-6.138718137964655,-0.10973958488758297,35.42006241594421,-6.138718137964655,-0.10973958488758297,ESTIMA,0.0,350.0,0,140.0,-6.139,-12.0,0.0
1777991705.0156848,36.00115204300597,-6.20274389496397,-0.18862455601643424,36.00115204300597,-6.20274389496397,-0.18862455601643424,ESTIMA,0.0,350.0,0,140.0,-6.203,-12.0,0.0
1777991705.066067,37.02327210834385,-6.397860376859166,-0.18870529899112864,37.02327210834385,-6.397860376859166,-0.18870529899112864,ESTIMA,0.0,350.0,0,140.0,-6.398,-12.0,0.0
1777991705.1164737,37.02327210834385,-6.397860376859166,-0.18870529899112864,37.02327210834385,-6.397860376859166,-0.18870529899112864,ESTIMA,0.0,350.0,0,140.0,-6.398,-12.0,0.0
1777991705.1668236,37.70922117896762,-6.52886127243552,-0.18895347677587582,37.70922117896762,-6.52886127243552,-0.18895347677587582,ESTIMA,0.0,350.0,0,140.0,-6.529,-12.0,0.0
1777991705.217207,37.70922117896762,-6.52886127243552,-0.18895347677587582,37.70922117896762,-6.52886127243552,-0.18895347677587582,ESTIMA,0.0,350.0,0,140.0,-6.529,-12.0,0.0
1777991705.267552,37.70922117896762,-6.52886127243552,-0.18895347677587582,37.70922117896762,-6.52886127243552,-0.18895347677587582,ESTIMA,0.0,350.0,0,140.0,-6.529,-12.0,0.0
1777991705.3179405,38.44597933545795,-6.669755089295517,-0.1887846945917658,38.44597933545795,-6.669755089295517,-0.1887846945917658,ESTIMA,0.0,350.0,0,140.0,-6.67,-12.0,0.0
1777991705.3682652,39.97083079675567,-6.9610930198157535,-0.23143910449185698,39.97083079675567,-6.9610930198157535,-0.23143910449185698,ESTIMA,0.0,350.0,0,140.0,-6.961,-12.0,0.0
1777991705.4187398,39.97083079675567,-6.9610930198157535,-0.23143910449185698,39.97083079675567,-6.9610930198157535,-0.23143910449185698,ESTIMA,0.0,350.0,0,140.0,-6.961,-12.0,0.0
1777991705.469083,39.97083079675567,-6.9610930198157535,-0.23143910449185698,39.97083079675567,-6.9610930198157535,-0.23143910449185698,ESTIMA,0.0,350.0,0,140.0,-6.961,-12.0,0.0
1777991705.5194156,40.33305182872729,-7.046454707648019,-0.18010898339528245,40.33305182872729,-7.046454707648019,-0.18010898339528245,ESTIMA,0.0,350.0,0,140.0,-7.046,-12.0,0.0
1777991705.5697966,40.33305182872729,-7.046454707648019,-0.18010898339528245,40.33305182872729,-7.046454707648019,-0.18010898339528245,ESTIMA,0.0,350.0,0,140.0,-7.046,-12.0,0.0
1777991705.6201208,41.63533043447985,-7.28357636147591,-0.18061777501379872,41.63533043447985,-7.28357636147591,-0.18061777501379872,ESTIMA,0.0,350.0,0,140.0,-7.284,-12.0,0.0
1777991705.6704648,41.63533043447985,-7.28357636147591,-0.18061777501379872,41.63533043447985,-7.28357636147591,-0.18061777501379872,ESTIMA,0.0,350.0,0,140.0,-7.284,-12.0,0.0
1777991705.7208161,43.36822866054001,-7.6000171499928335,-0.13205786117451326,43.36822866054001,-7.6000171499928335,-0.13205786117451326,ESTIMA,0.0,350.0,0,140.0,-7.6,-12.0,0.0
1777991705.7711654,43.36822866054001,-7.6000171499928335,-0.13205786117451326,43.36822866054001,-7.6000171499928335,-0.13205786117451326,ESTIMA,0.0,350.0,0,140.0,-7.6,-12.0,0.0
1777991705.8214965,43.71621095839403,-7.646239958365602,-0.17947361783801044,43.71621095839403,-7.646239958365602,-0.17947361783801044,ESTIMA,0.0,350.0,0,140.0,-7.646,-12.0,0.0
1777991705.8718731,43.71621095839403,-7.646239958365602,-0.17947361783801044,43.71621095839403,-7.646239958365602,-0.17947361783801044,ESTIMA,0.0,350.0,0,140.0,-7.646,-12.0,0.0
1777991705.922186,45.43486464576289,-7.958048025013365,-0.1310739785856836,45.43486464576289,-7.958048025013365,-0.1310739785856836,ESTIMA,0.0,350.0,0,140.0,-7.958,-12.0,0.0
1777991705.9724953,45.43486464576289,-7.958048025013365,-0.1310739785856836,45.43486464576289,-7.958048025013365,-0.1310739785856836,ESTIMA,0.0,350.0,0,140.0,-7.958,-12.0,0.0
1777991706.022966,46.53542971679269,-8.103135306041537,-0.1813362004280718,46.53542971679269,-8.103135306041537,-0.1813362004280718,ESTIMA,0.0,350.0,0,140.0,-8.103,-12.0,0.0
1777991706.0733218,46.53542971679269,-8.103135306041537,-0.1813362004280718,46.53542971679269,-8.103135306041537,-0.1813362004280718,ESTIMA,0.0,350.0,0,140.0,-8.103,-12.0,0.0
1777991706.123685,46.53542971679269,-8.103135306041537,-0.1813362004280718,46.53542971679269,-8.103135306041537,-0.1813362004280718,ESTIMA,0.0,350.0,0,140.0,-8.103,-12.0,0.0
1777991706.1740284,48.38644085431275,-8.44251877471071,-0.18203783748898605,48.38644085431275,-8.44251877471071,-0.18203783748898605,ESTIMA,0.0,350.0,0,140.0,-8.443,-12.0,0.0
1777991706.224297,49.59705780705224,-8.665363851965362,-0.18203098942741494,49.59705780705224,-8.665363851965362,-0.18203098942741494,ESTIMA,0.0,350.0,0,140.0,-8.665,-12.0,0.0
1777991706.2746432,49.59705780705224,-8.665363851965362,-0.18203098942741494,49.59705780705224,-8.665363851965362,-0.18203098942741494,ESTIMA,0.0,350.0,0,140.0,-8.665,-12.0,0.0
1777991706.324974,50.42647507528644,-8.818033485106847,-0.2205176411439761,50.42647507528644,-8.818033485106847,-0.2205176411439761,ESTIMA,0.0,350.0,0,140.0,-8.818,-12.0,0.0
1777991706.375294,50.42647507528644,-8.818033485106847,-0.2205176411439761,50.42647507528644,-8.818033485106847,-0.2205176411439761,ESTIMA,0.0,350.0,0,140.0,-8.818,-12.0,0.0
1777991706.4255912,51.86337132067235,-9.140132473412208,-0.119834466556396,51.86337132067235,-9.140132473412208,-0.119834466556396,ESTIMA,0.0,350.0,0,140.0,-9.14,-12.0,0.0
