timestamp,x,y,theta,x_min,x_max,y_min,y_max,dist_to_wall,decision_v,decision_w
1777459607.8993454,359.22,91.23,1.153,-2.47,440.11,-50.19,172.92,80.89,15.0,0.0
1777459607.899551,359.22,91.23,1.153,-2.47,440.11,-50.19,172.92,80.89,15.0,0.0
1777459607.9049346,359.22,91.23,1.153,-2.47,440.11,-50.19,172.92,80.89,15.0,0.0
1777459607.905095,359.22,91.23,1.153,-2.47,440.11,-50.19,172.92,80.89,15.0,0.0
1777459608.4776525,359.45,91.18,1.197,-2.47,440.11,-50.19,172.92,80.66,15.0,0.0
1777459608.4778337,359.45,91.18,1.197,-2.47,440.11,-50.19,172.92,80.66,15.0,0.0
1777459608.4840553,359.45,91.18,1.197,-2.47,440.11,-50.19,172.92,80.66,15.0,0.0
1777459608.4842076,359.45,91.18,1.197,-2.47,440.11,-50.19,172.92,80.66,15.0,0.0
1777459624.8695304,358.6,92.99,0.916,3.44,440.11,-41.97,172.92,79.93,15.0,0.0
1777459624.8698368,358.6,92.99,0.916,3.44,440.11,-41.97,172.92,79.93,15.0,0.0
1777459624.874971,358.6,92.99,0.916,3.44,440.11,-41.97,172.92,79.93,15.0,0.0
1777459624.875203,358.6,92.99,0.916,3.44,440.11,-41.97,172.92,79.93,15.0,0.0
1777459632.4769955,360.54,103.84,0.937,3.44,440.11,-41.97,172.92,69.08,15.0,0.0
1777459632.4773335,360.54,103.84,0.937,3.44,440.11,-41.97,172.92,69.08,15.0,0.0
1777459632.4830549,360.54,103.84,0.937,3.44,440.11,-41.97,172.92,69.08,15.0,0.0
1777459632.4834,360.54,103.84,0.937,3.44,440.11,-41.97,172.92,69.08,15.0,0.0
