timestamp,x,y,theta,x_min,x_max,y_min,y_max,dist_to_wall,decision_v,decision_w
1777381750.2764804,117.41,126.35,3.07,0.0,0.0,0.0,0.0,117.712,15.0,0.0
1777381750.276914,117.41,126.35,3.07,0.0,0.0,0.0,0.0,117.712,15.0,0.0
1777381750.282496,117.41,126.35,3.07,0.0,0.0,0.0,0.0,117.712,15.0,0.0
1777381750.282663,117.41,126.35,3.07,0.0,0.0,0.0,0.0,117.712,15.0,0.0
1777381752.617727,115.16,128.81,-2.685,11.59,1203.56,16.82,378.85,115.391,15.0,0.0
1777381752.6179466,115.16,128.81,-2.685,11.59,1203.56,16.82,378.85,115.391,15.0,0.0
1777381752.6239874,115.16,128.81,-2.685,11.59,1203.56,16.82,378.85,115.391,15.0,0.0
1777381752.6241715,115.16,128.81,-2.685,11.59,1203.56,16.82,378.85,115.391,15.0,0.0
1777381757.3006823,131.18,112.07,1.381,10.81,1202.73,16.84,378.85,271.658,15.0,0.0
1777381757.3008885,131.18,112.07,1.381,10.81,1202.73,16.84,378.85,271.658,15.0,0.0
1777381757.3071678,131.18,112.07,1.381,10.81,1202.73,16.84,378.85,271.658,15.0,0.0
1777381757.3073485,131.18,112.07,1.381,10.81,1202.73,16.84,378.85,271.658,15.0,0.0
1777381757.8863478,139.28,107.23,1.886,10.81,1202.73,16.84,378.85,285.695,15.0,0.0
1777381757.8865414,139.28,107.23,1.886,10.81,1202.73,16.84,378.85,285.695,15.0,0.0
1777381757.892071,139.28,107.23,1.886,10.81,1202.73,16.84,378.85,285.695,15.0,0.0
1777381757.8922367,139.28,107.23,1.886,10.81,1202.73,16.84,378.85,285.695,15.0,0.0
1777381758.4696467,145.63,98.57,1.933,10.81,1202.73,16.84,378.85,299.727,15.0,0.0
1777381758.4698472,145.63,98.57,1.933,10.81,1202.73,16.84,378.85,299.727,15.0,0.0
1777381758.475715,145.63,98.57,1.933,10.81,1202.73,16.84,378.85,299.727,15.0,0.0
1777381758.4758825,145.63,98.57,1.933,10.81,1202.73,16.84,378.85,299.727,15.0,0.0
1777381759.057583,146.76,98.39,1.91,10.81,1202.73,16.84,378.85,297.406,15.0,0.0
1777381759.0577893,146.76,98.39,1.91,10.81,1202.73,16.84,378.85,297.406,15.0,0.0
1777381759.0655127,146.76,98.39,1.91,10.81,1202.73,16.84,378.85,297.406,15.0,0.0
1777381759.0656621,146.76,98.39,1.91,10.81,1202.73,16.84,378.85,297.406,15.0,0.0
1777381759.6402805,147.12,98.93,1.913,10.81,1202.73,16.84,378.85,297.149,15.0,0.0
1777381759.6404693,147.12,98.93,1.913,10.81,1202.73,16.84,378.85,297.149,15.0,0.0
1777381759.6455545,147.12,98.93,1.913,10.81,1202.73,16.84,378.85,297.149,15.0,0.0
1777381759.6456614,147.12,98.93,1.913,10.81,1202.73,16.84,378.85,297.149,15.0,0.0
1777381760.2258039,148.04,100.12,2.146,10.81,1202.73,16.84,378.85,252.258,15.0,0.0
1777381760.225983,148.04,100.12,2.146,10.81,1202.73,16.84,378.85,252.258,15.0,0.0
1777381760.231442,148.04,100.12,2.146,10.81,1202.73,16.84,378.85,252.258,15.0,0.0
1777381760.2317917,148.04,100.12,2.146,10.81,1202.73,16.84,378.85,252.258,15.0,0.0
1777381760.8127317,149.64,102.54,2.527,10.81,1202.73,16.84,378.85,169.925,15.0,0.0
1777381760.8128781,149.64,102.54,2.527,10.81,1202.73,16.84,378.85,169.925,15.0,0.0
1777381760.818877,149.64,102.54,2.527,10.81,1202.73,16.84,378.85,169.925,15.0,0.0
1777381760.81905,149.64,102.54,2.527,10.81,1202.73,16.84,378.85,169.925,15.0,0.0
1777381761.396701,148.85,105.59,3.019,10.81,1202.73,16.84,378.85,139.084,15.0,0.0
1777381761.3969378,148.85,105.59,3.019,10.81,1202.73,16.84,378.85,139.084,15.0,0.0
1777381761.4024465,148.85,105.59,3.019,10.81,1202.73,16.84,378.85,139.084,15.0,0.0
1777381761.4026082,148.85,105.59,3.019,10.81,1202.73,16.84,378.85,139.084,15.0,0.0
1777381761.9821882,146.65,108.53,-2.694,10.81,1202.73,16.84,378.85,150.684,15.0,0.0
1777381761.9823027,146.65,108.53,-2.694,10.81,1202.73,16.84,378.85,150.684,15.0,0.0
1777381761.9883802,146.65,108.53,-2.694,10.81,1202.73,16.84,378.85,150.684,15.0,0.0
1777381761.9886053,146.65,108.53,-2.694,10.81,1202.73,16.84,378.85,150.684,15.0,0.0
1777381764.3241782,137.6,102.71,-0.326,9.76,1201.81,15.87,377.94,271.158,15.0,0.0
1777381764.3312614,137.6,102.71,-0.326,9.76,1201.81,15.87,377.94,271.158,15.0,0.0
1777381764.3313808,137.6,102.71,-0.326,9.76,1201.81,15.87,377.94,271.158,15.0,0.0
1777381764.331465,137.6,102.71,-0.326,9.76,1201.81,15.87,377.94,271.158,15.0,0.0
