timestamp,x,y,theta,x_min,x_max,y_min,y_max,dist_to_wall,decision_v,decision_w
1777381033.2006032,209.04,27.25,2.414,0.0,0.0,0.0,0.0,279.923,15.0,0.0
1777381033.20117,209.04,27.25,2.414,0.0,0.0,0.0,0.0,279.923,15.0,0.0
1777381033.206358,209.04,27.25,2.414,0.0,0.0,0.0,0.0,279.923,15.0,0.0
1777381033.2065299,209.04,27.25,2.414,0.0,0.0,0.0,0.0,279.923,15.0,0.0
1777381033.7830129,210.53,31.83,2.776,0.0,0.0,0.0,0.0,225.428,15.0,0.0
1777381033.7831922,210.53,31.83,2.776,0.0,0.0,0.0,0.0,225.428,15.0,0.0
1777381033.789829,210.53,31.83,2.776,0.0,0.0,0.0,0.0,225.428,15.0,0.0
1777381033.7899795,210.53,31.83,2.776,0.0,0.0,0.0,0.0,225.428,15.0,0.0
1777381034.365726,210.23,36.63,-3.125,0.0,0.0,0.0,0.0,210.259,15.0,0.0
1777381034.3659265,210.23,36.63,-3.125,0.0,0.0,0.0,0.0,210.259,15.0,0.0
1777381034.3721042,210.23,36.63,-3.125,0.0,0.0,0.0,0.0,210.259,15.0,0.0
1777381034.3722818,210.23,36.63,-3.125,0.0,0.0,0.0,0.0,210.259,15.0,0.0
1777381034.9527488,208.34,41.1,-2.709,0.0,0.0,0.0,0.0,98.038,15.0,0.0
1777381034.9529471,208.34,41.1,-2.709,0.0,0.0,0.0,0.0,98.038,15.0,0.0
1777381034.960475,208.34,41.1,-2.709,0.0,0.0,0.0,0.0,98.038,15.0,0.0
1777381034.9605486,208.34,41.1,-2.709,0.0,0.0,0.0,0.0,98.038,15.0,0.0
1777381035.536246,204.84,44.14,-2.368,11.59,1203.56,16.82,378.85,39.101,15.0,0.0
1777381035.536418,204.84,44.14,-2.368,11.59,1203.56,16.82,378.85,39.101,15.0,0.0
1777381035.5431025,204.84,44.14,-2.368,11.59,1203.56,16.82,378.85,39.101,15.0,0.0
1777381035.5432634,204.84,44.14,-2.368,11.59,1203.56,16.82,378.85,39.101,15.0,0.0
1777381036.1239624,200.39,45.56,-1.952,11.59,1203.56,16.82,378.85,30.963,15.0,0.0
1777381036.1241431,200.39,45.56,-1.952,11.59,1203.56,16.82,378.85,30.963,15.0,0.0
1777381036.1299446,200.39,45.56,-1.952,11.59,1203.56,16.82,378.85,30.963,15.0,0.0
1777381036.1301224,200.39,45.56,-1.952,11.59,1203.56,16.82,378.85,30.963,15.0,0.0
1777381036.7090294,196.02,45.09,-1.509,11.59,1203.56,16.82,378.85,28.324,15.0,0.0
1777381036.7091992,196.02,45.09,-1.509,11.59,1203.56,16.82,378.85,28.324,15.0,0.0
1777381036.7153292,196.02,45.09,-1.509,11.59,1203.56,16.82,378.85,28.324,15.0,0.0
1777381036.7154415,196.02,45.09,-1.509,11.59,1203.56,16.82,378.85,28.324,15.0,0.0
1777381038.4646935,188.2,38.51,-0.774,11.59,1203.56,16.82,378.85,31.03,15.0,0.0
1777381038.4648094,188.2,38.51,-0.774,11.59,1203.56,16.82,378.85,31.03,15.0,0.0
1777381038.4713223,188.2,38.51,-0.774,11.59,1203.56,16.82,378.85,31.03,15.0,0.0
1777381038.4714127,188.2,38.51,-0.774,11.59,1203.56,16.82,378.85,31.03,15.0,0.0
1777381042.5596504,201.5,19.35,1.778,11.59,1203.56,16.82,378.85,367.358,15.0,0.0
1777381042.559792,201.5,19.35,1.778,11.59,1203.56,16.82,378.85,367.358,15.0,0.0
1777381042.5656066,201.5,19.35,1.778,11.59,1203.56,16.82,378.85,367.358,15.0,0.0
1777381042.5657337,201.5,19.35,1.778,11.59,1203.56,16.82,378.85,367.358,15.0,0.0
1777381043.7312946,207.88,25.73,2.575,11.59,1203.56,16.82,378.85,232.644,15.0,0.0
1777381043.7318015,207.88,25.73,2.575,11.59,1203.56,16.82,378.85,232.644,15.0,0.0
1777381043.7375877,207.88,25.73,2.575,11.59,1203.56,16.82,378.85,232.644,15.0,0.0
1777381043.7377884,207.88,25.73,2.575,11.59,1203.56,16.82,378.85,232.644,15.0,0.0
1777381044.317635,208.5,30.39,2.953,11.59,1203.56,16.82,378.85,200.464,15.0,0.0
1777381044.3177652,208.5,30.39,2.953,11.59,1203.56,16.82,378.85,200.464,15.0,0.0
1777381044.324415,208.5,30.39,2.953,11.59,1203.56,16.82,378.85,200.464,15.0,0.0
1777381044.3244927,208.5,30.39,2.953,11.59,1203.56,16.82,378.85,200.464,15.0,0.0
1777381044.9074311,207.68,35.06,-2.939,11.59,1203.56,16.82,378.85,90.652,15.0,0.0
1777381044.9076576,207.68,35.06,-2.939,11.59,1203.56,16.82,378.85,90.652,15.0,0.0
1777381044.9157157,207.68,35.06,-2.939,11.59,1203.56,16.82,378.85,90.652,15.0,0.0
1777381044.9158077,207.68,35.06,-2.939,11.59,1203.56,16.82,378.85,90.652,15.0,0.0
1777381045.488093,204.95,39.06,-2.562,11.59,1203.56,16.82,378.85,40.607,15.0,0.0
1777381045.4882767,204.95,39.06,-2.562,11.59,1203.56,16.82,378.85,40.607,15.0,0.0
1777381045.496345,204.95,39.06,-2.562,11.59,1203.56,16.82,378.85,40.607,15.0,0.0
1777381045.4964628,204.95,39.06,-2.562,11.59,1203.56,16.82,378.85,40.607,15.0,0.0
1777381046.071204,201.01,41.6,-2.212,11.59,1203.56,16.82,378.85,30.922,15.0,0.0
1777381046.0716224,201.01,41.6,-2.212,11.59,1203.56,16.82,378.85,30.922,15.0,0.0
1777381046.077504,201.01,41.6,-2.212,11.59,1203.56,16.82,378.85,30.922,15.0,0.0
1777381046.0776708,201.01,41.6,-2.212,11.59,1203.56,16.82,378.85,30.922,15.0,0.0
1777381046.6602986,196.5,42.29,-1.798,11.59,1203.56,16.82,378.85,26.142,15.0,0.0
1777381046.6605105,196.5,42.29,-1.798,11.59,1203.56,16.82,378.85,26.142,15.0,0.0
1777381046.6665063,196.5,42.29,-1.798,11.59,1203.56,16.82,378.85,26.142,15.0,0.0
1777381046.6667044,196.5,42.29,-1.798,11.59,1203.56,16.82,378.85,26.142,15.0,0.0
1777381047.244607,192.18,41.18,-1.344,11.59,1203.56,16.82,378.85,25.0,15.0,0.0
1777381047.244792,192.18,41.18,-1.344,11.59,1203.56,16.82,378.85,25.0,15.0,0.0
1777381047.2509286,192.18,41.18,-1.344,11.59,1203.56,16.82,378.85,25.0,15.0,0.0
1777381047.2510643,192.18,41.18,-1.344,11.59,1203.56,16.82,378.85,25.0,15.0,0.0
1777381053.6833956,208.53,17.96,2.259,11.59,1203.56,16.82,378.85,310.068,15.0,0.0
1777381053.6837142,208.53,17.96,2.259,11.59,1203.56,16.82,378.85,310.068,15.0,0.0
1777381053.6890612,208.53,17.96,2.259,11.59,1203.56,16.82,378.85,310.068,15.0,0.0
1777381053.6891556,208.53,17.96,2.259,11.59,1203.56,16.82,378.85,310.068,15.0,0.0
1777381054.8520982,211.02,26.94,3.034,11.59,1203.56,16.82,378.85,200.59,15.0,0.0
1777381054.8522785,211.02,26.94,3.034,11.59,1203.56,16.82,378.85,200.59,15.0,0.0
1777381054.8582675,211.02,26.94,3.034,11.59,1203.56,16.82,378.85,200.59,15.0,0.0
1777381054.8584309,211.02,26.94,3.034,11.59,1203.56,16.82,378.85,200.59,15.0,0.0
1777381055.441511,209.82,31.68,-2.84,11.59,1203.56,16.82,378.85,50.027,15.0,0.0
1777381055.4417264,209.82,31.68,-2.84,11.59,1203.56,16.82,378.85,50.027,15.0,0.0
1777381055.4467046,209.82,31.68,-2.84,11.59,1203.56,16.82,378.85,50.027,15.0,0.0
1777381055.4468095,209.82,31.68,-2.84,11.59,1203.56,16.82,378.85,50.027,15.0,0.0
1777381056.023007,206.77,35.56,-2.482,11.59,1203.56,16.82,378.85,30.581,15.0,0.0
1777381056.0231926,206.77,35.56,-2.482,11.59,1203.56,16.82,378.85,30.581,15.0,0.0
1777381056.0292754,206.77,35.56,-2.482,11.59,1203.56,16.82,378.85,30.581,15.0,0.0
1777381056.029452,206.77,35.56,-2.482,11.59,1203.56,16.82,378.85,30.581,15.0,0.0
1777381056.6072202,202.51,37.71,-2.119,11.59,1203.56,16.82,378.85,24.477,15.0,0.0
1777381056.6074154,202.51,37.71,-2.119,11.59,1203.56,16.82,378.85,24.477,15.0,0.0
1777381056.6129746,202.51,37.71,-2.119,11.59,1203.56,16.82,378.85,24.477,15.0,0.0
1777381056.6131146,202.51,37.71,-2.119,11.59,1203.56,16.82,378.85,24.477,15.0,0.0
1777381057.198956,197.88,38.0,-1.692,11.59,1203.56,16.82,378.85,21.337,15.0,0.0
1777381057.1991434,197.88,38.0,-1.692,11.59,1203.56,16.82,378.85,21.337,15.0,0.0
1777381057.2057126,197.88,38.0,-1.692,11.59,1203.56,16.82,378.85,21.337,15.0,0.0
1777381057.2058592,197.88,38.0,-1.692,11.59,1203.56,16.82,378.85,21.337,15.0,0.0
1777381061.8753324,203.55,13.51,1.632,9.76,1201.81,15.87,377.94,2.364,0.0,1.5
1777381061.875523,203.55,13.51,1.632,9.76,1201.81,15.87,377.94,2.364,0.0,0.0
1777381061.8816452,203.55,13.51,1.632,9.76,1201.81,15.87,377.94,2.364,0.0,0.0
1777381061.881808,203.55,13.51,1.632,9.76,1201.81,15.87,377.94,2.364,0.0,0.0
1777381065.9759214,210.18,16.28,2.132,9.76,1201.81,15.87,377.94,376.584,15.0,0.0
1777381065.976062,210.18,16.28,2.132,9.76,1201.81,15.87,377.94,376.584,15.0,0.0
1777381065.9819362,210.18,16.28,2.132,9.76,1201.81,15.87,377.94,376.584,15.0,0.0
1777381065.9820173,210.18,16.28,2.132,9.76,1201.81,15.87,377.94,376.584,15.0,0.0
1777381067.7355042,213.37,18.75,2.282,11.59,1202.73,16.82,378.85,309.125,15.0,0.0
1777381067.7357163,213.37,18.75,2.282,11.59,1202.73,16.82,378.85,309.125,15.0,0.0
1777381067.7415316,213.37,18.75,2.282,11.59,1202.73,16.82,378.85,309.125,15.0,0.0
1777381067.74162,213.37,18.75,2.282,11.59,1202.73,16.82,378.85,309.125,15.0,0.0
1777381068.3159547,215.48,21.55,2.505,11.59,1202.73,16.82,378.85,253.555,15.0,0.0
1777381068.3160722,215.48,21.55,2.505,11.59,1202.73,16.82,378.85,253.555,15.0,0.0
1777381068.32322,215.48,21.55,2.505,11.59,1202.73,16.82,378.85,253.555,15.0,0.0
1777381068.3233736,215.48,21.55,2.505,11.59,1202.73,16.82,378.85,253.555,15.0,0.0
1777381068.9070787,216.64,25.46,2.781,11.59,1202.73,16.82,378.85,219.144,15.0,0.0
1777381068.9072537,216.64,25.46,2.781,11.59,1202.73,16.82,378.85,219.144,15.0,0.0
1777381068.9132845,216.64,25.46,2.781,11.59,1202.73,16.82,378.85,219.144,15.0,0.0
1777381068.9134538,216.64,25.46,2.781,11.59,1202.73,16.82,378.85,219.144,15.0,0.0
1777381069.4898376,216.41,29.9,3.132,11.59,1202.73,16.82,378.85,204.829,15.0,0.0
1777381069.4900377,216.41,29.9,3.132,11.59,1202.73,16.82,378.85,204.829,15.0,0.0
1777381069.497203,216.41,29.9,3.132,11.59,1202.73,16.82,378.85,204.829,15.0,0.0
1777381069.4973724,216.41,29.9,3.132,11.59,1202.73,16.82,378.85,204.829,15.0,0.0
1777381070.0729477,214.76,34.4,-2.762,11.59,1202.73,16.82,378.85,47.444,15.0,0.0
1777381070.0731318,214.76,34.4,-2.762,11.59,1202.73,16.82,378.85,47.444,15.0,0.0
1777381070.0786414,214.76,34.4,-2.762,11.59,1202.73,16.82,378.85,47.444,15.0,0.0
1777381070.0804167,214.76,34.4,-2.762,11.59,1202.73,16.82,378.85,47.444,15.0,0.0
1777381077.0975575,214.38,15.86,2.073,11.59,1203.56,16.82,378.85,1.095,0.0,1.5
1777381077.0977538,214.38,15.86,2.073,11.59,1203.56,16.82,378.85,1.095,0.0,0.0
1777381077.1035802,214.38,15.86,2.073,11.59,1203.56,16.82,378.85,1.095,0.0,0.0
1777381077.103727,214.38,15.86,2.073,11.59,1203.56,16.82,378.85,1.095,0.0,0.0
1777381077.683925,217.69,19.16,2.435,9.76,1201.81,15.87,377.94,273.384,15.0,0.0
1777381077.684119,217.69,19.16,2.435,9.76,1201.81,15.87,377.94,273.384,15.0,0.0
1777381077.6898017,217.69,19.16,2.435,9.76,1201.81,15.87,377.94,273.384,15.0,0.0
1777381077.689953,217.69,19.16,2.435,9.76,1201.81,15.87,377.94,273.384,15.0,0.0
1777381078.2678037,218.3,20.37,2.53,9.76,1201.81,15.87,377.94,254.71,15.0,0.0
1777381078.2682626,218.3,20.37,2.53,9.76,1201.81,15.87,377.94,254.71,15.0,0.0
1777381078.27509,218.3,20.37,2.53,9.76,1201.81,15.87,377.94,254.71,15.0,0.0
1777381078.2752552,218.3,20.37,2.53,9.76,1201.81,15.87,377.94,254.71,15.0,0.0
1777381078.8528657,218.65,21.12,2.563,9.76,1201.81,15.87,377.94,249.5,15.0,0.0
1777381078.8530564,218.65,21.12,2.563,9.76,1201.81,15.87,377.94,249.5,15.0,0.0
1777381078.8584607,218.65,21.12,2.563,9.76,1201.81,15.87,377.94,249.5,15.0,0.0
1777381078.8586302,218.65,21.12,2.563,9.76,1201.81,15.87,377.94,249.5,15.0,0.0
1777381079.4431217,219.15,23.1,2.75,9.76,1201.81,15.87,377.94,226.538,15.0,0.0
1777381079.4437802,219.15,23.1,2.75,9.76,1201.81,15.87,377.94,226.538,15.0,0.0
1777381079.4493556,219.15,23.1,2.75,9.76,1201.81,15.87,377.94,226.538,15.0,0.0
1777381079.4494758,219.15,23.1,2.75,9.76,1201.81,15.87,377.94,226.538,15.0,0.0
1777381080.0242453,219.51,26.87,2.99,9.76,1201.81,15.87,377.94,212.183,15.0,0.0
1777381080.024377,219.51,26.87,2.99,9.76,1201.81,15.87,377.94,212.183,15.0,0.0
1777381080.0304615,219.51,26.87,2.99,9.76,1201.81,15.87,377.94,212.183,15.0,0.0
1777381080.0305784,219.51,26.87,2.99,9.76,1201.81,15.87,377.94,212.183,15.0,0.0
1777381080.610354,218.6,31.21,-2.976,9.76,1201.81,15.87,377.94,93.062,15.0,0.0
1777381080.610744,218.6,31.21,-2.976,9.76,1201.81,15.87,377.94,93.062,15.0,0.0
1777381080.6167905,218.6,31.21,-2.976,9.76,1201.81,15.87,377.94,93.062,15.0,0.0
1777381080.6169536,218.6,31.21,-2.976,9.76,1201.81,15.87,377.94,93.062,15.0,0.0
1777381081.1979325,216.28,35.43,-2.585,9.76,1201.81,15.87,377.94,37.025,15.0,0.0
