timestamp,x,y,theta,x_estimate,y_estimate,theta_estimate,status,x_min,x_max,y_min,y_max,dist_to_wall,decision_v,decision_w
1777984151.5261877,0.0,0.0,0.0,0.0,0.0,0.0,ESTIMA,0.0,350.0,0,140.0,0.0,0.0,0.0
1777984151.5766294,0.0,0.0,0.0,0.0,0.0,0.0,ESTIMA,0.0,350.0,0,140.0,0.0,0.0,0.0
1777984151.626984,0.0,0.0,0.0,0.0,0.0,0.0,ESTIMA,0.0,350.0,0,140.0,0.0,0.0,0.0
1777984151.6773355,-6.945250803648712e-16,0.0,7.608340703767745e-17,-6.945250803648712e-16,0.0,7.608340703767745e-17,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984151.7276874,-9.269097005457825e-16,-1.7680613646520346e-32,1.0154053471581944e-16,-9.269097005457825e-16,-1.7680613646520346e-32,1.0154053471581944e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984151.778039,-9.269097005457825e-16,-1.7680613646520346e-32,1.0154053471581944e-16,-9.269097005457825e-16,-1.7680613646520346e-32,1.0154053471581944e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984151.828397,-1.3821117194169158e-15,-6.390207004641577e-32,1.5140672596689742e-16,-1.3821117194169158e-15,-6.390207004641577e-32,1.5140672596689742e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984151.8787668,-1.3821117194169158e-15,-6.390207004641577e-32,1.5140672596689742e-16,-1.3821117194169158e-15,-6.390207004641577e-32,1.5140672596689742e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984151.9291306,-1.3821117194169158e-15,-6.390207004641577e-32,1.5140672596689742e-16,-1.3821117194169158e-15,-6.390207004641577e-32,1.5140672596689742e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984151.9795182,-1.938245775839975e-15,-1.4810450672812095e-31,2.1232975809141224e-16,-1.938245775839975e-15,-1.4810450672812095e-31,2.1232975809141224e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.0298376,-2.3605880424878266e-15,-2.37780338037238e-31,2.585962493831342e-16,-2.3605880424878266e-15,-2.37780338037238e-31,2.585962493831342e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.0802727,-2.3605880424878266e-15,-2.37780338037238e-31,2.585962493831342e-16,-2.3605880424878266e-15,-2.37780338037238e-31,2.585962493831342e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.130618,-2.3605880424878266e-15,-2.37780338037238e-31,2.585962493831342e-16,-2.3605880424878266e-15,-2.37780338037238e-31,2.585962493831342e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.1809993,-2.9345364960800583e-15,-3.86201255475439e-31,3.214708021499863e-16,-2.9345364960800583e-15,-3.86201255475439e-31,3.214708021499863e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.2312906,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.281603,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.3319376,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.382381,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,-3.3452404153741976e-15,-5.182305738570692e-31,3.6646234291221376e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.4327838,-4.074325358378584e-15,-7.8541275025247465e-31,4.463316925611892e-16,-4.074325358378584e-15,-7.8541275025247465e-31,4.463316925611892e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
1777984152.4830973,-4.378586303362387e-15,-9.212140528073622e-31,4.796626837339047e-16,-4.378586303362387e-15,-9.212140528073622e-31,4.796626837339047e-16,ESTIMA,0.0,350.0,0,140.0,-0.0,0.0,0.0
