timestamp,x,y,yaw
1715380586.8121772,0.820115,1.256307,-1.249528
1715380586.8588433,0.820630,1.257186,-1.251072
1715380586.8603992,0.820630,1.257186,-1.251072
1715380586.9104848,0.811950,1.246958,-1.250287
1715380586.9137313,0.811950,1.246958,-1.250287
1715380586.9591708,0.826605,1.263892,-1.249738
1715380586.9609323,0.826605,1.263892,-1.249738
1715380587.0448487,0.814906,1.250676,-1.250868
1715380587.0464275,0.814906,1.250676,-1.250868
1715380587.0770557,0.815026,1.250994,-1.251347
1715380587.0795527,0.815026,1.250994,-1.251347
1715380587.1087372,0.816181,1.251763,-1.250570
1715380587.1134381,0.816181,1.251763,-1.250570
1715380587.159213,0.809708,1.244906,-1.251050
1715380587.161148,0.809708,1.244906,-1.251050
1715380587.2090783,0.816181,1.251763,-1.250332
1715380587.2107704,0.816181,1.251763,-1.250332
1715380587.2584589,0.823043,1.259659,-1.249792
1715380587.2622263,0.823043,1.259659,-1.249792
1715380587.3483684,0.818575,1.254570,-1.228665
1715380587.3509264,0.818575,1.254570,-1.228665
1715380587.3797505,0.815026,1.250994,-1.233585
1715380587.3824043,0.815026,1.250994,-1.233585
1715380587.4087577,0.818575,1.254570,-1.236815
1715380587.4118493,0.818575,1.254570,-1.236815
1715380587.4586165,0.813919,1.249473,-1.240399
1715380587.4600494,0.813919,1.249473,-1.240399
1715380587.5083346,0.820115,1.256307,-1.242006
1715380587.5095608,0.820115,1.256307,-1.242006
1715380587.5589309,0.818575,1.254570,-1.243551
1715380587.560502,0.818575,1.254570,-1.243551
1715380587.646117,0.814192,1.249981,-1.250409
1715380587.6491375,0.814192,1.249981,-1.250409
1715380587.67632,0.818575,1.254570,-1.250274
1715380587.6794908,0.818575,1.254570,-1.250274
1715380587.7085986,0.817614,1.253508,-1.211089
1715380587.7099352,0.817614,1.253508,-1.211089
1715380587.7599418,0.818575,1.254570,-1.218818
1715380587.7613032,0.818575,1.254570,-1.218818
1715380587.8086572,0.817707,1.254223,-1.225651
1715380587.8116636,0.817707,1.254223,-1.225651
1715380587.8586555,0.813919,1.249473,-1.231468
1715380587.859939,0.813919,1.249473,-1.231468
1715380587.944628,0.808739,1.243492,-1.243460
1715380587.9481442,0.808739,1.243492,-1.243460
1715380587.9764256,0.818613,1.254787,-1.246406
1715380587.977839,0.818613,1.254787,-1.246406
1715380588.0087852,0.815258,1.250855,-1.248237
1715380588.0104232,0.815258,1.250855,-1.248237
1715380588.0585346,0.813053,1.248645,-1.249424
1715380588.0598128,0.813053,1.248645,-1.249424
1715380588.1088746,0.817582,1.253361,-1.249641
1715380588.110535,0.817582,1.253361,-1.249641
1715380588.1589618,0.814040,1.249849,-1.250388
1715380588.1612782,0.814040,1.249849,-1.250388
1715380588.2446442,0.802995,1.236883,-1.251990
1715380588.2487638,0.802995,1.236883,-1.251990
1715380588.2762446,0.815026,1.250994,-1.252244
1715380588.2796519,0.815026,1.250994,-1.252244
1715380588.3084671,0.818575,1.254570,-1.251742
1715380588.3098226,0.818575,1.254570,-1.251742
1715380588.3586133,0.812536,1.248059,-1.251946
1715380588.3627887,0.812536,1.248059,-1.251946
1715380588.4085574,0.814906,1.250676,-1.252340
1715380588.4099247,0.814906,1.250676,-1.252340
1715380588.458773,0.818575,1.254570,-1.251819
1715380588.4617443,0.818575,1.254570,-1.251819
1715380588.544804,0.817582,1.253361,-1.251799
1715380588.5479064,0.817582,1.253361,-1.251799
1715380588.576873,0.814906,1.250676,-1.252222
1715380588.5795162,0.814906,1.250676,-1.252222
1715380588.6084297,0.813919,1.249473,-1.252725
1715380588.6113544,0.813919,1.249473,-1.252725
1715380588.6587055,0.818575,1.254570,-1.252127
1715380588.6599333,0.818575,1.254570,-1.252127
1715380588.7084749,0.823043,1.259659,-1.251228
1715380588.7098253,0.823043,1.259659,-1.251228
1715380588.7586682,0.818575,1.254570,-1.250929
1715380588.7598982,0.818575,1.254570,-1.250929
1715380588.8444536,0.810735,1.245868,-1.253004
1715380588.847897,0.810735,1.245868,-1.253004
1715380588.8762896,0.818575,1.254570,-1.252350
1715380588.877656,0.818575,1.254570,-1.252350
1715380588.9128988,0.817707,1.254223,-1.252476
1715380588.915189,0.817707,1.254223,-1.252476
1715380588.9587054,0.818441,1.254514,-1.252622
1715380588.9599497,0.818441,1.254514,-1.252622
1715380589.0087326,0.813919,1.249473,-1.253045
1715380589.0101726,0.813919,1.249473,-1.253045
1715380589.0588336,0.814906,1.250676,-1.253219
1715380589.062472,0.814906,1.250676,-1.253219
1715380589.1443305,0.808535,1.243129,-1.252445
1715380589.147263,0.808535,1.243129,-1.252445
1715380589.1775937,0.820115,1.256307,-1.251643
1715380589.179977,0.820115,1.256307,-1.251643
1715380589.2084994,0.817582,1.253361,-1.251416
1715380589.2118292,0.817582,1.253361,-1.251416
1715380589.258579,0.811271,1.246537,-1.252137
1715380589.2624269,0.811271,1.246537,-1.252137
1715380589.3085315,0.817582,1.253361,-1.251811
1715380589.3100364,0.817582,1.253361,-1.251811
1715380589.3587003,0.817449,1.253306,-1.252250
1715380589.3616717,0.817449,1.253306,-1.252250
1715380589.4443572,0.816439,1.252133,-1.251299
1715380589.4475994,0.816439,1.252133,-1.251299
1715380589.475933,0.812913,1.248306,-1.252009
1715380589.4792223,0.812913,1.248306,-1.252009
1715380589.508673,0.814906,1.250676,-1.252391
1715380589.511919,0.814906,1.250676,-1.252391
1715380589.5588892,0.815258,1.250855,-1.253025
1715380589.5622091,0.815258,1.250855,-1.253025
1715380589.6085806,0.808739,1.243492,-1.253686
1715380589.6100745,0.808739,1.243492,-1.253686
1715380589.6591134,0.818441,1.254514,-1.253590
1715380589.662418,0.818441,1.254514,-1.253590
1715380589.7452204,0.809338,1.243488,-1.251232
1715380589.747143,0.809338,1.243488,-1.251232
1715380589.7782457,0.812456,1.247375,-1.250401
1715380589.780842,0.812456,1.247375,-1.250401
1715380589.809342,0.820550,1.256634,-1.250033
1715380589.8115664,0.820550,1.256634,-1.250033
1715380589.8594105,0.826968,1.263967,-1.249119
1715380589.8626053,0.826968,1.263967,-1.249119
1715380589.9142814,0.825447,1.262142,-1.248294
1715380589.9176648,0.825447,1.262142,-1.248294
1715380589.9586723,0.822341,1.258680,-1.247590
1715380589.9599679,0.822341,1.258680,-1.247590
1715380590.044518,0.825447,1.262142,-1.246119
1715380590.046081,0.825447,1.262142,-1.246119
1715380590.0761552,0.834518,1.272006,-1.244275
1715380590.078231,0.834518,1.272006,-1.244275
1715380590.1101644,0.833630,1.270636,-1.204555
1715380590.115415,0.833630,1.270636,-1.204555
1715380590.1588247,0.824809,1.260142,-1.174912
1715380590.1602404,0.824809,1.260142,-1.174912
1715380590.2084997,0.807316,1.239444,-1.189283
1715380590.209926,0.807316,1.239444,-1.189283
1715380590.2586296,0.814605,1.247960,-1.200233
1715380590.26059,0.814605,1.247960,-1.200233
1715380590.3443835,0.826839,1.261340,-1.228405
1715380590.3458865,0.826839,1.261340,-1.228405
1715380590.376283,0.828561,1.263143,-1.234799
1715380590.3776035,0.828561,1.263143,-1.234799
1715380590.4097474,0.821874,1.255304,-1.239671
1715380590.4133863,0.821874,1.255304,-1.239671
1715380590.4585817,0.819743,1.252724,-1.243870
1715380590.4598367,0.819743,1.252724,-1.243870
1715380590.5091891,0.811503,1.242566,-1.245734
1715380590.5111685,0.811503,1.242566,-1.245734
1715380590.5590675,0.811503,1.242566,-1.247226
1715380590.5607228,0.811503,1.242566,-1.247226
1715380590.6442294,0.810850,1.241769,-1.249939
1715380590.6456788,0.810850,1.241769,-1.249939
1715380590.678271,0.822215,1.255564,-1.252258
1715380590.6795282,0.822215,1.255564,-1.252258
1715380590.7085385,0.824587,1.258613,-1.253875
1715380590.7117856,0.824587,1.258613,-1.253875
1715380590.7585986,0.830077,1.264990,-1.254394
1715380590.7605739,0.830077,1.264990,-1.254394
1715380590.8087137,0.825267,1.259703,-1.253453
1715380590.8127666,0.825267,1.259703,-1.253453
1715380590.8599436,0.828385,1.263292,-1.252414
1715380590.861351,0.828385,1.263292,-1.252414
1715380590.9445324,0.805939,1.238778,-1.221932
1715380590.9460018,0.805939,1.238778,-1.221932
1715380590.9771929,0.826169,1.261814,-1.189988
1715380590.9784548,0.826169,1.261814,-1.189988
1715380591.0086088,0.815139,1.249995,-1.201056
1715380591.0099716,0.815139,1.249995,-1.201056
1715380591.0587735,0.822565,1.258846,-1.210016
1715380591.060142,0.822565,1.258846,-1.210016
1715380591.108615,0.819174,1.254856,-1.217372
1715380591.1117053,0.819174,1.254856,-1.217372
1715380591.1587596,0.818842,1.254534,-1.223396
1715380591.1601117,0.818842,1.254534,-1.223396
1715380591.2452667,0.817927,1.253546,-1.237471
